Loan_ID,Gender,Race,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001259,Male,White,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,N
LP001259,Female,White,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,N
LP001263,Female,Black,Yes,3,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,N
LP001263,Male,White,Yes,3,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,N
LP001263,Female,White,Yes,3,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,N
LP001264,Female,Black,Yes,3,Not Graduate,Yes,3333,2166.0,130.0,360.0,0.84,Semiurban,Y
LP001264,Male,White,Yes,3,Not Graduate,Yes,3333,2166.0,130.0,360.0,0.84,Semiurban,Y
LP001264,Female,White,Yes,3,Not Graduate,Yes,3333,2166.0,130.0,360.0,0.84,Semiurban,Y
LP001265,Male,Black,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,Y
LP001265,Male,White,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,Y
LP001265,Female,White,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,Y
LP001266,Female,Black,Yes,1,Graduate,Yes,2395,0.0,146.41,360.0,1.0,Semiurban,Y
LP001266,Male,White,Yes,1,Graduate,Yes,2395,0.0,146.41,360.0,1.0,Semiurban,Y
LP001266,Female,White,Yes,1,Graduate,Yes,2395,0.0,146.41,360.0,1.0,Semiurban,Y
LP001267,Male,Black,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,N
LP001267,Male,White,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,N
LP001267,Female,White,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,N
LP001273,Female,Black,Yes,0,Graduate,No,6000,2250.0,265.0,360.0,0.84,Semiurban,N
LP001273,Male,White,Yes,0,Graduate,No,6000,2250.0,265.0,360.0,0.84,Semiurban,N
LP001273,Female,White,Yes,0,Graduate,No,6000,2250.0,265.0,360.0,0.84,Semiurban,N
LP001275,Female,Black,Yes,1,Graduate,No,3988,0.0,50.0,240.0,1.0,Urban,Y
LP001275,Male,White,Yes,1,Graduate,No,3988,0.0,50.0,240.0,1.0,Urban,Y
LP001275,Female,White,Yes,1,Graduate,No,3988,0.0,50.0,240.0,1.0,Urban,Y
LP001279,Female,Black,No,0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,Y
LP001279,Male,White,No,0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,Y
LP001279,Female,White,No,0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,Y
LP001280,Female,Black,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,0.84,Semiurban,Y
LP001280,Male,White,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,0.84,Semiurban,Y
LP001280,Female,White,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,0.84,Semiurban,Y
LP001282,Female,Black,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,Y
LP001282,Male,White,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,Y
LP001282,Female,White,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,Y
LP001289,Male,Black,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,Y
LP001289,Female,Black,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,Y
LP001289,Female,White,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,Y
LP001310,Female,Black,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,Y
LP001310,Male,White,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,Y
LP001310,Female,White,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,Y
LP001316,Female,Black,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,Y
LP001316,Male,White,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,Y
LP001316,Female,White,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,Y
LP001318,Female,Black,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,Y
LP001318,Male,White,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,Y
LP001318,Female,White,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,Y
LP001319,Female,Black,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,Y
LP001319,Male,White,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,Y
LP001319,Female,White,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,Y
LP001322,Female,Black,No,0,Graduate,No,4133,0.0,122.0,360.0,1.0,Semiurban,Y
LP001322,Male,White,No,0,Graduate,No,4133,0.0,122.0,360.0,1.0,Semiurban,Y
LP001322,Female,White,No,0,Graduate,No,4133,0.0,122.0,360.0,1.0,Semiurban,Y
LP001325,Female,Black,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,Y
LP001325,Male,White,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,Y
LP001325,Female,White,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,Y
LP001326,Male,Black,No,0,Graduate,No,6782,0.0,146.41,360.0,0.84,Urban,N
LP001326,Female,Black,No,0,Graduate,No,6782,0.0,146.41,360.0,0.84,Urban,N
LP001326,Female,White,No,0,Graduate,No,6782,0.0,146.41,360.0,0.84,Urban,N
LP001327,Male,Black,Yes,0,Graduate,No,2484,2302.0,137.0,360.0,1.0,Semiurban,Y
LP001327,Male,White,Yes,0,Graduate,No,2484,2302.0,137.0,360.0,1.0,Semiurban,Y
LP001327,Female,White,Yes,0,Graduate,No,2484,2302.0,137.0,360.0,1.0,Semiurban,Y
LP001333,Female,Black,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,Y
LP001333,Male,White,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,Y
LP001333,Female,White,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,Y
LP001334,Female,Black,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,Y
LP001334,Male,White,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,Y
LP001334,Female,White,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,Y
LP001343,Female,Black,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,Y
LP001343,Male,White,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,Y
LP001343,Female,White,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,Y
LP001345,Female,Black,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,Y
LP001345,Male,White,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,Y
LP001345,Female,White,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,Y
LP001349,Female,Black,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,Y
LP001349,Male,White,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,Y
LP001349,Female,White,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,Y
LP001350,Male,Black,Yes,0,Graduate,No,13650,0.0,146.41,360.0,1.0,Urban,Y
LP001350,Female,Black,Yes,0,Graduate,No,13650,0.0,146.41,360.0,1.0,Urban,Y
LP001350,Female,White,Yes,0,Graduate,No,13650,0.0,146.41,360.0,1.0,Urban,Y
LP001356,Female,Black,Yes,0,Graduate,No,4652,3583.0,146.41,360.0,1.0,Semiurban,Y
LP001356,Male,White,Yes,0,Graduate,No,4652,3583.0,146.41,360.0,1.0,Semiurban,Y
LP001356,Female,White,Yes,0,Graduate,No,4652,3583.0,146.41,360.0,1.0,Semiurban,Y
LP001357,Female,Black,Yes,0,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,Y
LP001357,Male,White,Yes,0,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,Y
LP001357,Female,White,Yes,0,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,Y
LP001367,Female,Black,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,Y
LP001367,Male,White,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,Y
LP001367,Female,White,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,Y
LP001369,Male,Black,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,Y
LP001369,Female,Black,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,Y
LP001369,Female,White,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,Y
LP001370,Male,Black,No,0,Not Graduate,No,7333,0.0,120.0,360.0,1.0,Rural,N
LP001370,Female,Black,No,0,Not Graduate,No,7333,0.0,120.0,360.0,1.0,Rural,N
LP001370,Female,White,No,0,Not Graduate,No,7333,0.0,120.0,360.0,1.0,Rural,N
LP001379,Female,Black,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,N
LP001379,Male,White,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,N
LP001379,Female,White,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,N
LP001384,Female,Black,Yes,3,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,Y
LP001384,Male,White,Yes,3,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,Y
LP001384,Female,White,Yes,3,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,Y
LP001385,Female,Black,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,Y
LP001385,Male,White,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,Y
LP001385,Female,White,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,Y
LP001387,Male,Black,Yes,0,Graduate,No,2929,2333.0,139.0,360.0,1.0,Semiurban,Y
LP001387,Male,White,Yes,0,Graduate,No,2929,2333.0,139.0,360.0,1.0,Semiurban,Y
LP001387,Female,White,Yes,0,Graduate,No,2929,2333.0,139.0,360.0,1.0,Semiurban,Y
LP001391,Female,Black,Yes,0,Not Graduate,No,3572,4114.0,152.0,342.0,0.0,Rural,N
LP001391,Male,White,Yes,0,Not Graduate,No,3572,4114.0,152.0,342.0,0.0,Rural,N
LP001391,Female,White,Yes,0,Not Graduate,No,3572,4114.0,152.0,342.0,0.0,Rural,N
LP001392,Male,Black,No,1,Graduate,Yes,7451,0.0,146.41,360.0,1.0,Semiurban,Y
LP001392,Female,Black,No,1,Graduate,Yes,7451,0.0,146.41,360.0,1.0,Semiurban,Y
LP001392,Male,White,No,1,Graduate,Yes,7451,0.0,146.41,360.0,1.0,Semiurban,Y
LP001398,Female,Black,No,0,Graduate,No,5050,0.0,118.0,360.0,1.0,Semiurban,Y
LP001398,Male,White,No,0,Graduate,No,5050,0.0,118.0,360.0,1.0,Semiurban,Y
LP001398,Female,White,No,0,Graduate,No,5050,0.0,118.0,360.0,1.0,Semiurban,Y
LP001401,Male,Black,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,Y
LP001401,Female,Black,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,Y
LP001401,Female,White,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,Y
LP001404,Male,Black,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,Y
LP001404,Male,White,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,Y
LP001404,Female,White,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,Y
LP001405,Female,Black,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,0.84,Urban,Y
LP001405,Male,White,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,0.84,Urban,Y
LP001405,Female,White,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,0.84,Urban,Y
LP001421,Female,Black,Yes,0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,N
LP001421,Male,White,Yes,0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,N
LP001421,Female,White,Yes,0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,N
LP001422,Male,Black,No,0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,Y
LP001422,Female,Black,No,0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,Y
LP001422,Male,White,No,0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,Y
LP001426,Female,Black,Yes,0,Graduate,No,5667,2667.0,180.0,360.0,1.0,Rural,Y
LP001426,Male,White,Yes,0,Graduate,No,5667,2667.0,180.0,360.0,1.0,Rural,Y
LP001426,Female,White,Yes,0,Graduate,No,5667,2667.0,180.0,360.0,1.0,Rural,Y
LP001430,Male,Black,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,Y
LP001430,Male,White,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,Y
LP001430,Female,White,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,Y
LP001431,Male,Black,No,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,Y
LP001431,Male,White,No,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,Y
LP001431,Female,White,No,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,Y
LP001432,Female,Black,Yes,2,Graduate,No,2957,0.0,81.0,360.0,1.0,Semiurban,Y
LP001432,Male,White,Yes,2,Graduate,No,2957,0.0,81.0,360.0,1.0,Semiurban,Y
LP001432,Female,White,Yes,2,Graduate,No,2957,0.0,81.0,360.0,1.0,Semiurban,Y
LP001439,Female,Black,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,Y
LP001439,Male,White,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,Y
LP001439,Female,White,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,Y
LP001443,Male,Black,No,0,Graduate,No,3692,0.0,93.0,360.0,0.84,Rural,Y
LP001443,Male,White,No,0,Graduate,No,3692,0.0,93.0,360.0,0.84,Rural,Y
LP001443,Female,White,No,0,Graduate,No,3692,0.0,93.0,360.0,0.84,Rural,Y
LP001448,Male,Black,Yes,3,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y
LP001448,Female,Black,Yes,3,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y
LP001448,Female,White,Yes,3,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y
LP001449,Female,Black,No,0,Graduate,No,3865,1640.0,146.41,360.0,1.0,Rural,Y
LP001449,Male,White,No,0,Graduate,No,3865,1640.0,146.41,360.0,1.0,Rural,Y
LP001449,Female,White,No,0,Graduate,No,3865,1640.0,146.41,360.0,1.0,Rural,Y
LP001451,Male,Black,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,0.0,Urban,N
LP001451,Female,Black,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,0.0,Urban,N
LP001451,Female,White,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,0.0,Urban,N
LP001465,Female,Black,Yes,0,Graduate,No,6080,2569.0,182.0,360.0,0.84,Rural,N
LP001465,Male,White,Yes,0,Graduate,No,6080,2569.0,182.0,360.0,0.84,Rural,N
LP001465,Female,White,Yes,0,Graduate,No,6080,2569.0,182.0,360.0,0.84,Rural,N
LP001473,Female,Black,No,0,Graduate,No,2014,1929.0,74.0,360.0,1.0,Urban,Y
LP001473,Male,White,No,0,Graduate,No,2014,1929.0,74.0,360.0,1.0,Urban,Y
LP001473,Female,White,No,0,Graduate,No,2014,1929.0,74.0,360.0,1.0,Urban,Y
LP001478,Female,Black,No,0,Graduate,No,2718,0.0,70.0,360.0,1.0,Semiurban,Y
LP001478,Male,White,No,0,Graduate,No,2718,0.0,70.0,360.0,1.0,Semiurban,Y
LP001478,Female,White,No,0,Graduate,No,2718,0.0,70.0,360.0,1.0,Semiurban,Y
LP001482,Female,Black,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,Y
LP001482,Male,White,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,Y
LP001482,Female,White,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,Y
LP001487,Female,Black,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,Y
LP001487,Male,White,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,Y
LP001487,Female,White,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,Y
LP001488,Female,Black,Yes,3,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,N
LP001488,Male,White,Yes,3,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,N
LP001488,Female,White,Yes,3,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,N
LP001489,Male,Black,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,N
LP001489,Male,White,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,N
LP001489,Female,White,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,N
LP001491,Female,Black,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,Y
LP001491,Male,White,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,Y
LP001491,Female,White,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,Y
LP001492,Male,Black,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,N
LP001492,Female,Black,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,N
LP001492,Female,White,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,N
LP001493,Female,Black,Yes,2,Not Graduate,No,4200,1430.0,129.0,360.0,1.0,Rural,N
LP001493,Male,White,Yes,2,Not Graduate,No,4200,1430.0,129.0,360.0,1.0,Rural,N
LP001493,Female,White,Yes,2,Not Graduate,No,4200,1430.0,129.0,360.0,1.0,Rural,N
LP001497,Female,Black,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,N
LP001497,Male,White,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,N
LP001497,Female,White,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,N
LP001498,Female,Black,No,0,Graduate,No,5417,0.0,168.0,360.0,1.0,Urban,Y
LP001498,Male,White,No,0,Graduate,No,5417,0.0,168.0,360.0,1.0,Urban,Y
LP001498,Female,White,No,0,Graduate,No,5417,0.0,168.0,360.0,1.0,Urban,Y
LP001504,Male,Black,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,Y
LP001504,Female,Black,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,Y
LP001504,Female,White,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,Y
LP001507,Female,Black,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,Y
LP001507,Male,White,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,Y
LP001507,Female,White,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,Y
LP001508,Male,Black,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,Y
LP001508,Female,Black,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,Y
LP001508,Female,White,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,Y
LP001514,Male,Black,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,Y
LP001514,Male,White,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,Y
LP001514,Female,White,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,Y
LP001516,Male,Black,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,Y
LP001516,Female,Black,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,Y
LP001516,Male,White,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,Y
LP001518,Female,Black,Yes,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,Y
LP001518,Male,White,Yes,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,Y
LP001518,Female,White,Yes,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,Y
LP001519,Male,Black,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,N
LP001519,Female,Black,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,N
LP001519,Male,White,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,N
LP001520,Female,Black,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,Y
LP001520,Male,White,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,Y
LP001520,Female,White,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,Y
LP001528,Female,Black,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,N
LP001528,Male,White,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,N
LP001528,Female,White,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,N
LP001529,Female,Black,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,Y
LP001529,Male,White,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,Y
LP001529,Female,White,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,Y
LP001531,Male,Black,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,N
LP001531,Female,Black,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,N
LP001531,Female,White,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,N
LP001532,Female,Black,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,N
LP001532,Male,White,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,N
LP001532,Female,White,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,N
LP001535,Female,Black,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,Y
LP001535,Male,White,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,Y
LP001535,Female,White,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,Y
LP001541,Female,Black,Yes,1,Graduate,No,6000,0.0,160.0,360.0,0.84,Rural,Y
LP001541,Male,White,Yes,1,Graduate,No,6000,0.0,160.0,360.0,0.84,Rural,Y
LP001541,Female,White,Yes,1,Graduate,No,6000,0.0,160.0,360.0,0.84,Rural,Y
LP001543,Male,Black,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,Y
LP001543,Female,Black,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,Y
LP001543,Female,White,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,Y
LP001546,Female,Black,No,0,Graduate,No,2980,2083.0,120.0,360.0,1.0,Rural,Y
LP001546,Male,White,No,0,Graduate,No,2980,2083.0,120.0,360.0,1.0,Rural,Y
LP001546,Female,White,No,0,Graduate,No,2980,2083.0,120.0,360.0,1.0,Rural,Y
LP001552,Female,Black,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,Y
LP001552,Male,White,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,Y
LP001552,Female,White,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,Y
LP001560,Female,Black,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,Y
LP001560,Male,White,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,Y
LP001560,Female,White,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,Y
LP001562,Male,Black,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,N
LP001562,Female,Black,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,N
LP001562,Female,White,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,N
LP001565,Female,Black,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,N
LP001565,Male,White,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,N
LP001565,Female,White,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,N
LP001570,Female,Black,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,Y
LP001570,Male,White,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,Y
LP001570,Female,White,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,Y
LP001572,Male,Black,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,Y
LP001572,Female,Black,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,Y
LP001572,Female,White,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,Y
LP001574,Female,Black,Yes,0,Graduate,No,3707,3166.0,182.0,342.0,1.0,Rural,Y
LP001574,Male,White,Yes,0,Graduate,No,3707,3166.0,182.0,342.0,1.0,Rural,Y
LP001574,Female,White,Yes,0,Graduate,No,3707,3166.0,182.0,342.0,1.0,Rural,Y
LP001577,Male,Black,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,N
LP001577,Male,White,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,N
LP001577,Female,White,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,N
LP001578,Female,Black,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,Y
LP001578,Male,White,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,Y
LP001578,Female,White,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,Y
LP001579,Female,Black,No,0,Graduate,No,2237,0.0,63.0,480.0,0.0,Semiurban,N
LP001579,Male,White,No,0,Graduate,No,2237,0.0,63.0,480.0,0.0,Semiurban,N
LP001579,Female,White,No,0,Graduate,No,2237,0.0,63.0,480.0,0.0,Semiurban,N
LP001580,Male,Black,Yes,2,Graduate,No,8000,0.0,200.0,360.0,1.0,Semiurban,Y
LP001580,Female,Black,Yes,2,Graduate,No,8000,0.0,200.0,360.0,1.0,Semiurban,Y
LP001580,Female,White,Yes,2,Graduate,No,8000,0.0,200.0,360.0,1.0,Semiurban,Y
LP001581,Female,Black,Yes,0,Not Graduate,No,1820,1769.0,95.0,360.0,1.0,Rural,Y
LP001581,Male,White,Yes,0,Not Graduate,No,1820,1769.0,95.0,360.0,1.0,Rural,Y
LP001581,Female,White,Yes,0,Not Graduate,No,1820,1769.0,95.0,360.0,1.0,Rural,Y
